692000,3070681
3070681,3801387
3801387,4114200
4114200,5141972
5141972,7552513
7552513,9519922
2088931,3658928
3658928,3897666
3897666,5319670
5319670,6064879
6064879,8430533
8430533,9903158
1523986,1742449
1742449,2505504
2505504,3058789
3058789,4179970
4179970,5363361
5363361,5610976
5610976,6080932
6080932,6944526
6944526,7244915
7244915,7359494
7359494,8247566
1072937,1204725
1204725,1468294
1468294,1731843
1731843,4470855
4470855,4601672
4601672,4831795
4831795,5692282
5692282,6868778
6868778,7854112
7854112,8430533
8430533,9709506
9709506,9817298
519007,1607835
1607835,3512776
3512776,7787911
7787911,8015555
8015555,9227021
9227021,9250604
9250604,9332076
1530044,2251185
2251185,2995345
2995345,6107824
6107824,6135695
6135695,6251379
6251379,7707520
7707520,8843242
8843242,8849245
8849245,9436501
9436501,9659167
1325310,3043273
3043273,4533208
4533208,5273972
5273972,5363361
5363361,7781294
7781294,8591113
8591113,8927740
8976229,9673235
1057049,1693740
1693740,2149268
2149268,2781716
2781716,2870905
2870905,4014227
4014227,4601672
4601672,5212441
5212441,7854112
7854112,8207725
8207725,9709506
778726,1262168
1262168,1938482
1318687,2014824
2014824,3849023
3849023,4601672
4601672,4697645
4697645,4801259
4801259,4810285
5156051,6857715
6857715,9445859
558615,2156620
2156620,3414611
358935,519007
519007,1325310
1325310,1951003
1951003,2125211
2125211,2520300
2520300,2641668
2641668,3300137
3300137,3512776
7787911,7795466
7795466,8925957
8925957,9332076
762581,2520300
2520300,3459723
3459723,5311138
5311138,5513784
5513784,6249996
6249996,7000535
7000535,7795466
8925957,9043350
9043350,9489898
1330674,3043002
3043002,3305953
3305953,4241366
4241366,4591446
4591446,7151693
7151693,8500608
8500608,9835561
1607835,3852137
3852137,6767666
6767666,7224971
7224971,7942267
7942267,8015555
8015555,8376714
8376714,9227021
3849023,3972906
3972906,5162198
5162198,5426871
5426871,9346024
154675,5122443
5122443,8172612
8172612,8971732
8971732,9030050
1468294,2173800
2173800,2174173
2174173,2653201
2653201,3658928
3658928,6813857
6813857,7607295
7607295,7647557
7647557,8430533
265444,543005
543005,1335504
1335504,4456681
4456681,4643536
4643536,4694326
4694326,5872053
5872053,5951354
5951354,6414201
6414201,7418419
7418419,7512263
7512263,8500608
8500608,9379021
9379021,9835561
983293,2204378
2204378,4190023
4190023,6619487
6619487,7904595
7904595,8852407
1983823,3207155
3207155,7442588
7442588,9081730
1726848,3535303
3535303,4601672
4601672,5300070
5300070,5934131
5934131,7854112
7854112,9176521
9176521,9709506
611627,1330674
1330674,3305953
3305953,3683228
3683228,4241366
4241366,7151693
7151693,8262635
8262635,9786994
1647759,3265717
3265717,3849023
3849023,4291060
4291060,4810285
4810285,5149575
5149575,5156051
5156051,9223996
356887,519007
519007,3512776
3512776,4241366
4241366,7787911
7787911,9798635
2390611,3243187
3243187,4509207
4509207,4831795
4831795,5426650
5426650,5803354
5803354,6004953
6004953,6249996
6249996,6472773
6472773,8608215
8608215,9235150
9235150,9446803
477007,1152023
1152023,2383124
2383124,4864868
5104207,7089769
7089769,7298086
356887,1671752
1671752,3054240
3054240,3858279
3858279,4408096
4408096,4536650
4536650,5302972
5302972,6566917
6566917,7555785
356887,1137183
1137183,3445422
3445422,4547033
4547033,4680901
4680901,5750950
5750950,6251379
6251379,6767666
7224971,7510992
7510992,7818855
7818855,8266483
8266483,8285249
8285249,8849245
1693740,2088931
2088931,2649455
2649455,4576622
4576622,4887974
4887974,6884295
6884295,7402672
7402672,8207725
8207725,9903158
2418903,3258796
3258796,4813350
4813350,4868166
4868166,5803354
5803354,5915173
5915173,6747510
6747510,7217524
7217524,7536559
7536559,7699467
7699467,7726391
7726391,7836648
7836648,9446803
9446803,9540883
2125211,2149268
2149268,2641668
2641668,2951820
2951820,3963034
3963034,4515495
4515495,4588183
4588183,6514085
6514085,6687135
6687135,7192114
1607835,2917043
2917043,5192264
5192264,6384073
6384073,7104728
7104728,8015555
8015555,8639747
8639747,9227021
1204725,5181345
5181345,5803354
5803354,6472773
6472773,7266270
7266270,7813331
7813331,8430533
8430533,9446803
9446803,9852901
1650896,2562158
2562158,3849023
3849023,4509207
4509207,5156051
5156051,7090502
2383124,5803354
5803354,7089769
7089769,7394277
7394277,9446803
2369711,3540785
3540785,4553156
4553156,5692282
5692282,6733377
6733377,6868778
6868778,7021819
7021819,7143185
7143185,7485355
7485355,7838446
7838446,9163121
9163121,9867106
3852137,4868166
4868166,6747510
6747510,7699467
7836648,8376714
8376714,8639747
8639747,9540883
917940,1100605
1100605,2204378
2204378,2516114
2516114,3147266
3147266,4383725
4383725,6619487
6619487,7379919
7379919,7904595
7904595,7994224
8773669,8852407
8852407,8904624
8904624,9611151
375772,2596035
2596035,3054240
3054240,3635162
3635162,3858279
3858279,5302972
5302972,7914737
7914737,8094554
8094554,9189489
9189489,9750362
1107723,3058789
3058789,3445422
3445422,5561624
5561624,7244915
7244915,7818855
7818855,8032149
8032149,8285249
865652,1335504
1335504,1435094
1435094,1468294
1468294,1933436
1933436,2544014
2544014,2873241
2873241,4601672
4601672,6165708
6165708,6300974
7586194,7854112
7854112,8162076
8162076,9566729
9566729,9661339
9661339,9709506
9709506,9890949
2922749,3043273
3043273,5147734
5147734,5555992
5555992,7021819
7143185,7512263
7512263,8283551
8283551,8927740
8976229,9163121
9163121,9379021
9379021,9867106
1057049,2173800
2173800,2781716
2781716,4014227
4014227,4574896
4574896,5212441
5212441,6300974
6300974,6747510
7836648,8827280
8827280,9540883
9540883,9661339
126394,865652
865652,1650896
2562158,2873241
2873241,4214833
4214833,4509207
4509207,5566811
5566811,5730446
5730446,6634166
6634166,7090502
7090502,7586194
7586194,9543366
1153231,2105527
2105527,2269245
2269245,6306362
6306362,7217524
7217524,8189158
8189158,8625526
213553,877069
877069,4110228
4110228,9156870
154675,4152500
4152500,4436309
4436309,5653106
5653106,6104826
6104826,6150853
6150853,8176685
8176685,8819211
8819211,8971732
2562158,4509207
4509207,6107824
6107824,7090502
7090502,8843242
8843242,9659167
20254,98060
98060,657480
657480,711494
711494,1934812
1934812,2150631
2150631,2339559
2339559,2557731
2557731,3006002
3006002,3112270
3112270,5148489
5148489,5235058
5235058,6383984
6383984,7425929
7425929,9149787
1010577,2475849
2475849,4868166
4868166,5692282
5692282,6316434
6316434,6747510
6747510,6868778
6868778,7181567
7181567,7217524
7217524,7451474
7451474,7699467
7836648,8559231
8559231,9540883
877069,2358636
3113676,4110228
4110228,7696213
692000,1345545
1345545,3801387
4114200,5141938
5141938,6733377
6733377,6772906
6806907,9747887
477007,4864868
5104207,7021819
7143185,7298086
8854193,9163121
1108653,2619822
2619822,2996603
2996603,3252701
3252701,3329325
3329325,3612088
4167809,8950453
356887,440787
440787,2801552
2801552,3348838
3348838,3710464
3710464,3978657
3978657,4664314
4664314,4729830
4729830,7709848
7709848,7861097
7861097,8510819
331912,1983823
3207155,3426819
3426819,6624409
6624409,7442588
356887,3445422
3445422,4553156
4553156,4831795
4831795,6304270
6304270,7729720
7729720,7991484
7991484,8285249
8285249,8287804
8287804,8768923
8768923,8806545
8806545,9235150
9235150,9817298
22443,1204725
1731843,3624679
3624679,8411386
8430533,8971732
642843,917940
917940,4450791
4450791,5675134
1107723,3589430
3589430,4341521
4341521,4440196
4440196,4671122
4671122,4703479
4703479,6688067
6688067,7831428
7831428,9823603
519007,1008425
1008425,1067064
1067064,2002245
2002245,2378426
2378426,3512776
3512776,4081353
4081353,5400142
5400142,7787911
7787911,8792966
8792966,9332076
564298,865652
865652,2543105
2543105,2873241
2873241,5273972
5273972,5680669
5680669,5945370
5945370,7586194
7586194,7942267
7942267,8315672
257150,341938
341938,1435094
1435094,1464367
1464367,1933436
1933436,5067054
5067054,7924168
7924168,9890949
1100605,1904687
1904687,2516114
2516114,3327656
3327656,3772492
3772492,4383725
4383725,5107156
5107156,6272792
6272792,6535859
6535859,7379919
7379919,7776951
7776951,8677445
8677445,9611151
657480,734601
734601,1891858
1891858,3821869
3821869,4437203
4437203,7220239
7220239,8269407
8269407,8304354
8304354,8798873
1152023,1201931
1201931,1512812
1512812,3741380
3741380,4014510
4014510,7039307
7039307,7699467
7699467,7824340
7824340,8019636
8019636,8358595
8358595,9919866
830730,1325459
1325459,2072738
2072738,2443023
2443023,3155711
3155711,3265717
3265717,3605088
3605088,4391428
4391428,5149575
5149575,6062683
6062683,8738143
8738143,9453579
3299026,3512776
3512776,4728000
4728000,5901841
5901841,7787911
7787911,9332076
9798635,9821288
3520728,6221718
6221718,6467661
6467661,9885003
287186,582416
582416,2159571
2159571,2246297
2246297,3198820
3198820,3520728
3520728,3799186
3799186,4372822
4372822,4408096
4408096,6221718
6221718,6375308
6375308,6467661
6467661,7845220
7845220,8299097
8299097,9885003
5363361,6664215
6664215,7668108
7668108,8054114
8054114,8495879
8495879,9098239
9098239,9710749
899868,2358636
3113676,3258796
3258796,3544228
3544228,4680901
4680901,4813350
4813350,4889516
4889516,5403563
5403563,5750950
5750950,5803354
5915173,7482803
7482803,7536559
7536559,7696213
8358595,9446803
9446803,9709506
253125,358935
358935,1951003
1951003,2358636
3113676,3265717
3265717,3300137
3300137,3523421
3523421,4589085
4589085,5149575
5149575,7696213
877069,1345545
1345545,4044047
4044047,4110228
4110228,4560119
4560119,6467661
6467661,6664215
6664215,7466511
7466511,7668108
7668108,7691059
7691059,9098239
9098239,9661339
9661339,9747887
9747887,9885003
2712802,3544228
3544228,4679849
4679849,5149575
5149575,5311138
5311138,6279078
6279078,6747510
6747510,6767666
6767666,7726391
7836648,9489898
9489898,9540883
375772,745175
745175,762581
762581,3635162
3635162,4343154
4343154,5637348
5637348,8094554
9189489,9482301
9482301,9750362
247334,657480
734601,1841603
1841603,2450631
2450631,3945513
3945513,4437203
4437203,4702729
4702729,5645259
5645259,5803354
6472773,7220239
7220239,8304354
8304354,9446803
346082,813026
813026,865652
865652,1298174
1298174,2456244
2456244,2873241
2873241,4927906
4927906,5840980
5840980,7586194
7586194,7682307
7682307,8937619
356887,668075
668075,944795
944795,1468294
1468294,2204378
2204378,6619487
7904595,8738143
8738143,8852407
8852407,8950453
8950453,9710749
9710749,9931508
98060,875724
875724,1934812
1934812,3112270
3112270,5235058
5235058,5680669
5680669,7425929
1204725,3852137
3852137,5181345
5181345,7266270
7813331,8376714
8376714,8430533
8430533,9852901
98096,257150
257150,278043
278043,1464367
1464367,5067054
5067054,5077258
5077258,6659932
6659932,6868778
6868778,7924168
7924168,7956475
7956475,8659741
8659741,9857492
519007,1158189
1158189,2557731
2557731,5235051
5235051,6383984
6383984,6517305
6517305,7989724
7989724,9962313
680167,1042239
1042239,1199701
1199701,3070681
3070681,3598614
3598614,3796601
3796601,4526802
4526802,6062683
6062683,6193090
6193090,6803838
6803838,7488214
7488214,8773669
8773669,9184768
9184768,9648954
20254,519007
519007,983293
983293,1010577
1010577,2339559
2339559,4190023
4190023,5148489
5148489,5311138
5311138,6249996
6249996,6767666
6767666,7181567
7217524,9149787
9149787,9310318
9310318,9903158
225398,243281
243281,706958
706958,877069
877069,3516180
3516180,4110228
4110228,4425430
4425430,5458500
5458500,7216299
253125,642255
642255,3523421
4589085,5639402
5639402,5707096
5707096,7726850
7726850,9543366
1137183,3043002
3043002,3265717
3265717,4547033
4547033,5149575
5149575,7377897
7377897,7510992
1607835,2875294
2875294,5692282
5692282,5803354
5803354,5872053
5872053,6472773
6472773,6868778
6868778,7873511
7873511,9446803
923877,1067064
1067064,2378426
2378426,4343154
4343154,4889516
4889516,5004204
5004204,5400142
5400142,5403563
5403563,5637348
5637348,6932487
6932487,7482803
7482803,8269407
918618,1236221
1236221,2358636
2358636,2495465
2495465,3113676
3113676,5692282
5803354,5881209
5881209,6472773
6868778,7142204
7142204,7696213
7696213,7965597
7965597,8358595
1410666,2088931
2088931,3378288
3378288,4460853
4460853,5040278
5040278,5319670
5319670,5944195
5944195,6342564
6342564,6767666
6767666,7067335
7067335,7224971
7224971,7245893
7245893,7559231
7559231,9903158
1107723,1158189
1158189,1192809
1192809,3376788
3376788,4440196
4440196,4629334
4629334,4703479
4703479,6087878
6087878,6688067
6688067,6702966
6702966,7690175
7690175,9931508
1742449,5610976
5610976,6944526
564298,1330674
1330674,2543105
2543105,2917043
2917043,3305953
4241366,5192264
5192264,5680669
5945370,6384073
6384073,7151693
7151693,7942267
243281,5680669
6609486,7216299
7216299,8403369
4341521,5363361
5363361,6302530
6302530,7298386
7298386,7781294
7781294,7922642
7922642,8185016
8185016,8288259
8288259,8620166
8620166,8648491
1204725,2105527
2105527,4560119
4560119,5181345
5181345,6107824
6107824,7266270
7266270,7691059
7691059,7813331
8430533,8495879
8495879,8843242
9659167,9661339
9710749,9852901
1607835,3243187
3243187,3704975
3704975,5426650
5426650,7699467
7699467,7749502
7749502,8015555
8015555,8547708
8547708,9227021
9250604,9847414
564298,1008425
1008425,1204725
1204725,2002245
2002245,2544014
2544014,3886700
3886700,4081353
4081353,5181345
7266270,7359494
7359494,7382085
7382085,7693415
7693415,7813331
7813331,7942267
7942267,8430533
98060,1345545
1345545,1934812
5235058,7425929
7425929,9747887
154675,762581
762581,2358636
2358636,2520300
2520300,3113676
3113676,4533208
5273972,7696213
7696213,7795466
7795466,8358595
8358595,8591113
8591113,8925957
8925957,8971732
9030050,9673235
4044047,5141938
5141938,6772906
6806907,7466511
2917043,3544228
3544228,4624529
4624529,4679849
5149575,5192264
5192264,6279078
6279078,6384073
6384073,9934607
2204378,2570976
2570976,2636768
2636768,3265249
3265249,4425430
4425430,4576622
4576622,5513784
5513784,5618684
5618684,6027630
6027630,6619487
2562158,3540785
3540785,4509207
4509207,4553156
4553156,7090502
7090502,7485355
7485355,8288259
1260245,2917043
2917043,6384073
6384073,9347225
782585,959048
959048,1107723
1107723,2265941
2265941,5656560
5656560,6360953
6360953,7023631
7023631,8444503
8444503,8527380
3113676,3445422
3445422,3849023
5156051,7696213
7696213,7722060
7722060,7818855
7818855,8285249
8285249,8358595
8358595,9346024
67590,1650896
4509207,5122443
5122443,5680669
5680669,7090502
7090502,7729720
7729720,8172612
8172612,8768923
981232,5681120
5681120,6738417
6738417,6976631
6976631,9927060
2653201,4257391
4257391,4284537
4284537,5692282
5692282,6813857
6813857,6868778
6868778,7607295
7607295,7861097
1345545,2088931
2088931,2911504
2911504,3043002
3043002,4530489
4530489,5319670
5319670,5513784
5513784,8500608
8500608,9747887
9747887,9835561
9835561,9903158
4560119,4574896
4574896,7691059
7691059,8827280
8827280,9661339
1219314,2267184
4378391,5363361
5363361,7668108
7668108,7781294
7781294,8003859
8003859,8607269
1219314,1318687
2014824,2267184
4378391,4697645
4801259,6080932
6080932,6857715
6857715,7924168
7924168,8003859
8003859,8247566
8247566,8607269
8607269,9445859
1512812,6107824
6107824,7824340
7824340,8843242
769425,1158189
1158189,1668584
1668584,1748767
1748767,3365500
3365500,5235051
5235051,5912990
5912990,7924168
7924168,8019636
1107723,1330674
1330674,2269245
2418903,3305953
4241366,5561624
5561624,7151693
7151693,7217524
7217524,8032149
2995345,6135695
6135695,7707520
7707520,9436501
981232,1888166
1888166,2315669
2315669,3147266
3147266,3258796
4813350,5803354
5915173,6738417
6976631,7536559
7536559,7994224
8904624,9446803
9446803,9927060
74511,2208294
2208294,2911504
2911504,3210508
3210508,4530489
4530489,6441487
6441487,7668108
7668108,8075785
8075785,8792966
8792966,9343673
9343673,9527981
4408096,4633468
4633468,4729830
4729830,5179026
5179026,5692282
6868778,7249689
7249689,7638302
7638302,8211005
8211005,8924370
8924370,9931508
642255,2010964
2010964,4868166
4868166,5395799
5395799,5639402
5639402,6747510
6747510,7542927
7542927,7699467
7726391,9875159
2002245,2302844
2302844,3683732
3683732,4081353
4081353,4385284
4385284,5145379
5145379,7142204
7142204,9310318
9310318,9550749
9550749,9903158
1410666,4460853
4460853,4574896
4574896,5040278
5040278,6297224
6297224,6342564
6342564,7668108
7668108,8827280
589303,1330674
1330674,1860732
1860732,2076107
2076107,3154507
3154507,3305953
4241366,5235051
5235051,6954518
6954518,7151693
7151693,8405046
1236221,2495465
2495465,3258796
5915173,7536559
7536559,9446803
1410666,2450631
2450631,2641668
2641668,3682518
3682518,4186160
4186160,4460853
5040278,6080932
6080932,6342564
6342564,6456722
6456722,8247566
8247566,9156870
130719,557193
557193,5122229
5122229,8957255
8957255,9340065
9340065,9590073
923877,2063291
3771538,4343154
5637348,6703678
6703678,9482301
252651,923877
923877,1410666
1410666,4343154
4343154,4460853
4460853,4601969
4601969,5637348
5637348,6000063
6000063,6342564
7224971,9482301
865652,2302844
2302844,2873241
2873241,4385284
4385284,4601672
4601672,7142204
7142204,7586194
7854112,9550749
9550749,9709506
706958,1820385
1820385,2010964
2010964,3516180
3516180,3617088
3617088,4682058
4682058,5395799
5395799,7216299
7216299,7244915
7244915,7318233
7318233,7512825
7512825,7542927
237100,899868
899868,1287452
1287452,1761713
1761713,3155711
3155711,3572261
3572261,3605088
3605088,4889516
5403563,7482803
356887,1410666
1410666,2208294
2208294,2276715
2276715,4059788
4059788,4460853
5040278,5692282
5692282,6342564
6342564,6868778
6868778,7668108
7668108,8150021
8150021,8792966
346082,1008425
1008425,1624599
1624599,2002245
2002245,2606795
2606795,4081353
4081353,5840980
5840980,6251379
6251379,6625093
6625093,8400100
8400100,8849245
1059680,7021819
7143185,8132688
8132688,9163121
9163121,9661339
9661339,9867106
1252050,1650896
2562158,2570976
2636768,3036481
3036481,4509207
4509207,4576622
4576622,6027630
6027630,6420452
6420452,7090502
154675,225398
225398,3043002
3043002,4257391
4284537,4425430
4425430,5188912
5188912,5273972
5273972,5707096
7726850,7861097
7861097,8315672
8315672,8500608
8500608,9030050
9030050,9543366
9543366,9835561
734601,875724
875724,1624599
1624599,4437203
4437203,5680669
5680669,7220239
923877,2917043
2917043,4343154
4343154,5192264
5192264,5363361
5363361,5637348
5637348,6384073
6384073,7493456
7493456,7781294
7781294,9482301
9482301,9747887
9747887,9931508
1731843,8269407
8269407,8411386
1983823,2269245
2418903,3207155
3426819,7217524
7217524,7249689
7249689,7442588
7442588,7638302
8924370,9081730
9081730,9931508
2204378,2922749
5555992,6619487
3265249,3827532
3827532,4257391
4425430,5618684
5618684,6080932
6080932,7552513
7552513,7861097
7861097,8247566
8247566,8362967
8362967,8495879
8495879,9519922
543005,1152023
1152023,3147266
3147266,3254407
3254407,3821869
3821869,4014510
4014510,4470855
4470855,5004204
5004204,6248059
6248059,6517305
6517305,6932487
6932487,7989724
7989724,7994224
7994224,8269407
8269407,8773669
925554,1063944
1063944,2159571
2159571,2390353
2390353,2951820
4515495,4703479
4703479,5145379
5145379,6375308
6375308,6514085
6514085,6796907
6796907,7192114
7192114,7845220
7845220,8806545
74511,1330674
7151693,8266483
8266483,9343673
923877,4343154
5637348,6300974
6300974,9482301
9482301,9566729
20716,317056
317056,413819
413819,481097
481097,519007
519007,2683625
2683625,3072241
3072241,3243187
3243187,3520728
3520728,3617088
3617088,3714305
3714305,5082395
5082395,6221718
6221718,6396603
6396603,6467661
6467661,7431693
7431693,7899168
7899168,9885003
375772,391168
391168,875724
875724,1410666
1410666,1624599
1624599,2649455
2649455,3635162
3635162,4266141
4266141,4460853
5040278,5680669
5680669,6102084
6342564,6965336
6965336,7690175
7690175,9189489
762581,899868
899868,3258796
5403563,5803354
7536559,7854112
7854112,8611689
8611689,9446803
519007,642255
642255,813026
813026,877069
877069,1298174
2456244,3714305
3714305,4110228
4110228,4927906
4927906,5639402
5639402,6396603
6396603,7682307
7682307,7899168
7899168,8937619
1067064,1107723
1107723,1204725
1731843,2208294
2208294,2254113
2254113,3154507
3154507,5561624
5561624,7668108
7668108,8032149
8032149,8411386
8430533,8792966
519007,1748767
1748767,4728000
4728000,5680669
5680669,7181567
7217524,7924168
7924168,9821288
723795,1204725
1204725,3704975
3704975,5181345
5181345,6064879
6064879,7266270
7813331,8145157
8145157,8269407
8269407,8430533
8430533,8547708
8547708,9852901
317494,519007
519007,875724
875724,1236221
1236221,1624599
1624599,2495465
2495465,2990125
2990125,3884739
3884739,5680669
5680669,9962313
252651,877069
877069,1410666
1410666,2269245
2418903,4110228
4110228,4460853
4601969,5040278
5040278,6000063
6000063,6300974
6300974,6342564
6342564,7217524
7217524,9931508
899868,1152023
1152023,1888166
2315669,2383124
2383124,4889516
5403563,7089769
7089769,7482803
938919,1072937
1072937,2712802
2712802,4470855
4470855,6320510
6320510,6767666
6767666,7249689
2125211,2641668
2641668,2911504
2911504,3520728
3520728,4530489
4530489,6221718
213553,875724
875724,918618
918618,1624599
1624599,3736288
3736288,5680669
5680669,5881209
5881209,6165708
6165708,7142204
7142204,7831428
7831428,7965597
7965597,8169346
8169346,8199539
243281,2269245
2418903,7216299
7216299,7217524
1152023,2159571
2159571,2383124
2383124,6375308
6375308,7089769
7089769,7845220
3119860,6213056
6213056,8653067
969347,2269245
2418903,2519664
2519664,3159236
3159236,5940630
5940630,5962281
5962281,7217524
7217524,7245893
7245893,7860355
7860355,8541748
8541748,9056360
74511,3043002
3043002,3210508
3210508,4533208
4533208,6441487
6441487,7023631
7023631,7739690
7739690,8075785
8075785,8077789
8077789,8444503
8444503,8500608
8500608,8591113
8591113,8924370
8924370,9343673
9527981,9835561
257150,1464367
1464367,3043002
3043002,5067054
5067054,5707096
5707096,6251379
6251379,7726850
7726850,7924168
7924168,8500608
8500608,8849245
8849245,9543366
762581,3210508
3210508,3300137
3300137,6329646
6329646,6441487
6441487,6482416
6482416,7481663
7481663,7493456
7493456,8075785
8075785,8611689
8611689,9250604
9250604,9527981
9527981,9931508
243281,761870
761870,3682518
3682518,4460853
4460853,4553156
4553156,6304270
6304270,6748343
6748343,7023631
7023631,7991484
7991484,8287804
8287804,8444503
8444503,8806545
8806545,9156870
642255,1201931
1512812,2475849
2475849,3154507
3154507,3210508
3210508,5639402
5639402,6441487
6441487,7451474
7451474,7824340
7824340,8075785
8075785,9527981
126394,266588
266588,1260245
1260245,2159571
2159571,2917043
2917043,3036481
3036481,4214833
4214833,5702560
5702560,6375308
6375308,6384073
6384073,6420452
6420452,9347225
1008425,4142625
4142625,6304270
6304270,6665226
6665226,7991484
8287804,9260359
346082,2358636
2358636,2606795
2606795,3113676
3113676,5840980
5840980,6625093
6625093,7696213
8358595,8400100
477007,657480
734601,983293
983293,1891858
1891858,4437203
4437203,4624529
4624529,4864868
5104207,7220239
7220239,7298086
7668108,8304354
8798873,8854193
8854193,9934607
519007,1110841
1110841,1239705
1239705,1410666
1410666,3520728
3520728,4460853
5040278,6040403
6040403,6342564
6342564,6467661
6467661,7787911
9798635,9885003
98060,1934812
1934812,3070681
3070681,3112270
3112270,4435223
4435223,5141972
5141972,5235058
7425929,7552513
1204725,1624599
1624599,5181345
5181345,5513784
5513784,7813331
7813331,9852901
346082,3119860
3119860,3243187
3617088,5692282
5803354,5840980
5840980,6165708
6165708,6213056
6213056,6248059
6248059,6316434
6316434,6472773
6868778,8559231
8559231,8653067
8653067,9446803
9446803,9661339
278043,4509207
4509207,8528902
8528902,8608215
8608215,8659741
5040278,6342564
1330674,1530044
2995345,3305953
4241366,6135695
6135695,7151693
7151693,7707520
519007,3445422
3445422,3512776
3512776,3605088
3605088,3658928
3658928,7647557
7647557,7787911
7787911,7818855
8285249,8430533
8430533,9332076
877069,923877
923877,2390611
2390611,4110228
4110228,4343154
5637348,8738143
8738143,9482301
1057049,1940503
1940503,2495465
2495465,2781716
2781716,3886700
3886700,4014227
4014227,5212441
5212441,7104728
7104728,8639747
865652,879619
879619,1204725
1731843,2873241
2873241,3909590
3909590,4221562
5006531,5803354
6472773,7586194
7586194,8411386
8430533,9144640
776885,1410666
2418903,3210508
3210508,3926067
3926067,3963387
3963387,4460853
5040278,6098411
6098411,6342564
6342564,6441487
6441487,7217524
7217524,8075785
8075785,9332393
9332393,9527981
632008,1647759
1647759,2072738
2072738,3265717
3265717,4291060
4291060,4391428
5149575,8310261
8310261,9223996
9223996,9235150
9235150,9453579
1671752,3043002
3043002,5591945
5591945,6080932
6080932,6566917
6566917,7012887
7012887,8054114
8054114,8247566
8247566,8500608
8500608,8560226
8560226,9835561
3529362,5311138
5311138,6107824
6107824,6249996
6249996,8843242
8843242,9489898
9489898,9659167
875724,1076695
1076695,1671752
1671752,4868166
4868166,5406955
5406955,6566917
6566917,6747510
7836648,9540883
908908,983293
983293,4190023
4190023,8858546
8858546,9368710
869426,1204725
1204725,4022816
4022816,5157717
5157717,7245893
7245893,7546675
7546675,8411386
1099685,3644791
3644791,3733553
3733553,5692282
6868778,7312403
7312403,9646605
2159571,6375308
6375308,7845220
266588,1650896
2562158,4470855
4470855,4509207
4576622,5702560
5702560,6107824
7090502,9659167
2873241,5513784
5513784,7586194
375772,1221080
1221080,3445422
3445422,3635162
3635162,3710464
3710464,4729830
4729830,7808450
7808450,7818855
7818855,8094554
8094554,8285249
8285249,9189489
720154,899868
899868,1008425
1008425,1530044
1530044,2002245
2002245,2251185
2251185,2530894
2530894,2995345
2995345,3043002
3043002,4081353
4081353,4889516
5403563,6135695
6135695,7482803
7482803,7707520
7707520,8500608
8500608,9436501
